51.724137931,1e-05,IR,
51.724137931,0.0001,IR,
51.724137931,0.001,IR,
56.8965517241,0.01,IR,
51.724137931,0.1,IR,
48.275862069,1.0,IR,
48.275862069,10.0,IR,
48.275862069,100.0,IR,
48.275862069,1000.0,IR,
48.275862069,10000.0,IR,
50.0,100000.0,IR,
51.724137931,1000000.0,IR,
48.275862069,10000000.0,IR,
50.0,1e-05,RMP,
50.0,0.0001,RMP,
50.0,0.001,RMP,
51.724137931,0.01,RMP,
50.0,0.1,RMP,
50.0,1.0,RMP,
50.0,10.0,RMP,
50.0,100.0,RMP,
50.0,1000.0,RMP,
50.0,10000.0,RMP,
50.0,100000.0,RMP,
50.0,1000000.0,RMP,
50.0,10000000.0,RMP,
48.275862069,1e-05,RH,
48.275862069,0.0001,RH,
48.275862069,0.001,RH,
51.724137931,0.01,RH,
51.724137931,0.1,RH,
51.724137931,1.0,RH,
51.724137931,10.0,RH,
48.275862069,100.0,RH,
51.724137931,1000.0,RH,
48.275862069,10000.0,RH,
51.724137931,100000.0,RH,
51.724137931,1000000.0,RH,
51.724137931,10000000.0,RH,
51.724137931,1e-05,ST,
51.724137931,0.0001,ST,
51.724137931,0.001,ST,
51.724137931,0.01,ST,
51.724137931,0.1,ST,
48.275862069,1.0,ST,
48.275862069,10.0,ST,
51.724137931,100.0,ST,
51.724137931,1000.0,ST,
51.724137931,10000.0,ST,
48.275862069,100000.0,ST,
48.275862069,1000000.0,ST,
48.275862069,10000000.0,ST,
48.275862069,1e-05,DTFS,
48.275862069,0.0001,DTFS,
50.0,0.001,DTFS,
43.1034482759,0.01,DTFS,
51.724137931,0.1,DTFS,
51.724137931,1.0,DTFS,
51.724137931,10.0,DTFS,
43.1034482759,100.0,DTFS,
51.724137931,1000.0,DTFS,
50.0,10000.0,DTFS,
46.5517241379,100000.0,DTFS,
50.0,1000000.0,DTFS,
46.5517241379,10000000.0,DTFS,
51.724137931,1e-05,SA,
51.724137931,0.0001,SA,
51.724137931,0.001,SA,
51.724137931,0.01,SA,
48.275862069,0.1,SA,
51.724137931,1.0,SA,
51.724137931,10.0,SA,
48.275862069,100.0,SA,
48.275862069,1000.0,SA,
51.724137931,10000.0,SA,
48.275862069,100000.0,SA,
48.275862069,1000000.0,SA,
51.724137931,10000000.0,SA,
48.275862069,1e-05,SD,
48.275862069,0.0001,SD,
48.275862069,0.001,SD,
50.0,0.01,SD,
48.275862069,0.1,SD,
50.0,1.0,SD,
50.0,10.0,SD,
48.275862069,100.0,SD,
48.275862069,1000.0,SD,
48.275862069,10000.0,SD,
51.724137931,100000.0,SD,
48.275862069,1000000.0,SD,
51.724137931,10000000.0,SD,
51.724137931,1e-05,fAHP,
51.724137931,0.0001,fAHP,
51.724137931,0.001,fAHP,
51.724137931,0.01,fAHP,
51.724137931,0.1,fAHP,
53.4482758621,1.0,fAHP,
53.4482758621,10.0,fAHP,
53.4482758621,100.0,fAHP,
51.724137931,1000.0,fAHP,
51.724137931,10000.0,fAHP,
51.724137931,100000.0,fAHP,
51.724137931,1000000.0,fAHP,
